"LOCAL.HEALTH.UNIT","OPERATION.NAME","CITY","STATE","ZIP","MUNICIPALITY","COUNTY","VENDOR.TYPE","CREATION.DATE","LOCATION","LAT","LONG","ADDRESS","census_code","census_tract"
"NYC","840 UNITED DELI CORP","BROOKLYN","NY",11238,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","840 WASHINGTON AVENUE BROOKLYN, NY 11238 (40.672981688, -73.962997149)",40.672981688,-73.962997149,"840 WASHINGTON AVENUE BROOKLYN, NY 11238 ","360470215003000","021500"
"NYC","TWO BROTHERS DELI & GRILL CORP","OZONE PARK","NY",11417,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","107-20 LIBERTY AVENUE OZONE PARK, NY 11417 (40.683517196, -73.833841995)",40.683517196,-73.833841995,"107-20 LIBERTY AVENUE OZONE PARK, NY 11417 ","360810096002000","009600"
"NYC","BEER TOWN & SODA INC","OZONE PARK","NY",11417,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","13526A CROSSBAY BOULEVARD OZONE PARK, NY 11417 (40.673263475, -73.843440803)",40.673263475,-73.843440803,"13526A CROSSBAY BOULEVARD OZONE PARK, NY 11417 ","360810058001013","005800"
"NYC","REBECCA VALES","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","454 3 AVENUE BROOKLYN, NY 11215 (40.671674869, -73.990926377)",40.671674869,-73.990926377,"454 3 AVENUE BROOKLYN, NY 11215 ","360470121001003","012100"
"NYC","FRESH FRUITS & BITES CORPORATION","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2302 BATH AVENUE BROOKLYN, NY 11214 (40.596917384, -73.9952026)",40.596917384,-73.9952026,"2302 BATH AVENUE BROOKLYN, NY 11214 ","360470304002000","030400"
"NYC","ISLAND MINI MART 1 CORP","BROOKLYN","NY",11224,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3222 MERMAID  AVENUE BROOKLYN, NY 11224 (40.574905793, -73.99923681)",40.574905793,-73.99923681,"3222 MERMAID  AVENUE BROOKLYN, NY 11224 ","360470342003000","034200"
"NYC","MYRTLE GAS CORP","GLENDALE","NY",11385,"QUEENS","NEW YORK CITY","GAS STATION","07/10/2023","71-05 MYRTLE AVENUE GLENDALE, NY 11385 (40.70231726, -73.879530241)",40.70231726,-73.879530241,"71-05 MYRTLE AVENUE GLENDALE, NY 11385 ","360810625002005","062500"
"NYC","LA DURA FOOD CORP","BRONX","NY",10452,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","73 FEATHERBED LANE BRONX, NY 10452 (40.846364351, -73.917710155)",40.846364351,-73.917710155,"73 FEATHERBED LANE BRONX, NY 10452 ","360050215023002","021502"
"NYC","EXPRESS DELI AT 715 FAIRVEIW CORP","RIGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","715 FAIRVIEW AVENUE RIGEWOOD, NY 11385 (40.705657197, -73.903859134)",40.705657197,-73.903859134,"715 FAIRVIEW AVENUE RIGEWOOD, NY 11385 ","360810589002003","058900"
"NYC","NEW ANDREWS DELI GROCERY CORP","BRONX","NY",10453,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1899 ANDREWS AVENUE BRONX, NY 10453 (40.854039095, -73.913937283)",40.854039095,-73.913937283,"1899 ANDREWS AVENUE BRONX, NY 10453 ","360050245023000","024502"
"NYC","161 DELI AND GRILL CORP","JAMAICA","NY",11431,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","90-46 161ST STREET JAMAICA, NY 11431 (40.7042987, -73.798854674)",40.7042987,-73.798854674,"90-46 161ST STREET JAMAICA, NY 11431 ","360810446011002","044601"
"NYC","ALI, RAMI O & HAIMED, FAWAZ A","BRONX","NY",10462,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","682 ALLERTON AVENUE BRONX, NY 10462 (40.865271809, -73.867978302)",40.865271809,-73.867978302,"682 ALLERTON AVENUE BRONX, NY 10462 ","360050332022000","033202"
"NYC","T & S DELI GROCERY CORP.","BRONX","NY",10468,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2355 GRAND CONCOURSE BRONX, NY 10468 (40.859052688, -73.899367356)",40.859052688,-73.899367356,"2355 GRAND CONCOURSE BRONX, NY 10468 ","360050237032001","023703"
"NYC","METRO GAS INC","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","50-02 METROPOLITAN AVENUE RIDGEWOOD, NY 11385 (40.713438075, -73.916702221)",40.713438075,-73.916702221,"50-02 METROPOLITAN AVENUE RIDGEWOOD, NY 11385 ","360810539011001","053901"
"NYC","HERO CITY EXPRESS DELI INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","597 4TH AVENUE BROOKLYN, NY 11215 (40.665027807, -73.992987179)",40.665027807,-73.992987179,"597 4TH AVENUE BROOKLYN, NY 11215 ","360470143001001","014300"
"NYC","SALCEDO SUPERMARKET CORP","BRONX","NY",10474,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1318 LAFAYETTE AVENUE BRONX, NY 10474 (40.816770471, -73.886250432)",40.816770471,-73.886250432,"1318 LAFAYETTE AVENUE BRONX, NY 10474 ","360050117011003","011701"
"NYC","SRK 9318, INC","OZONE PARK","NY",11417,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","93-18 LIBERTY AVENUE OZONE PARK, NY 11417 (40.680121226, -73.8450947)",40.680121226,-73.8450947,"93-18 LIBERTY AVENUE OZONE PARK, NY 11417 ","360810054001006","005400"
"NYC","EXOTIC SNACKS & SMOKE CORP","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","7005 3RD  AVENUE BROOKLYN, NY 11209 (40.634618681, -74.026334916)",40.634618681,-74.026334916,"7005 3RD  AVENUE BROOKLYN, NY 11209 ","360470068002001","006800"
"NYC","CIGAR VAULT EMPORIUM INC.","STATEN ISLAND","NY",10309,"STATEN ISLAND","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","96 PAGE AVENUE STATEN ISLAND, NY 10309 (40.521871438, -74.235489133)",40.521871438,-74.235489133,"96 PAGE AVENUE STATEN ISLAND, NY 10309 ","360850226021009","022602"
"NYC","184 ALL STAR DELI GROCERY, INC","MANHATTAN","NY",10033,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1483 SAINT NICHOLAS AVENUE MANHATTAN, NY 10033 (40.851348001, -73.932474448)",40.851348001,-73.932474448,"1483 SAINT NICHOLAS AVENUE MANHATTAN, NY 10033 ","360610271001002","027100"
"NYC","ALIYAH N KHAN","NEW YORK","NY",10024,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","600 COLUMBUS AVENUE NEW YORK, NY 10024 (40.78865346100008, -73.97103765699995)",40.7886534610001,-73.971037657,"600 COLUMBUS AVENUE NEW YORK, NY 10024 ","360610173003000","017300"
"NYC","HAPPY TIMEZ NYC LLC","BROOKLYN","NY",11203,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","746 UTICA AVENUE BROOKLYN, NY 11203 (40.655105771, -73.930939722)",40.655105771,-73.930939722,"746 UTICA AVENUE BROOKLYN, NY 11203 ","360470868002003","086800"
"NYC","ISAAC'S COFFEE SHOP, INC.","BROOKLYN","NY",11210,"BROOKLYN","NEW YORK CITY","RESTAURANT/ATUPA","07/10/2023","3001 AVENUE K BROOKLYN, NY 11210 (40.62453676, -73.946274749)",40.62453676,-73.946274749,"3001 AVENUE K BROOKLYN, NY 11210 ","360470742002001","074200"
"NYC","PAGE VAPOR INC","STATEN ISLAND","NY",10309,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","95 PAGE AVENUE STATEN ISLAND, NY 10309 (40.521942349, -74.234667706)",40.521942349,-74.234667706,"95 PAGE AVENUE STATEN ISLAND, NY 10309 ","360850226021008","022602"
"NYC","MV VARIETY DISCOUNT CORP","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","309 CHURCH AVENUE AVENUE BROOKLYN, NY 11218 (40.643894179, -73.977198272)",40.643894179,-73.977198272,"309 CHURCH AVENUE AVENUE BROOKLYN, NY 11218 ","360470496001002","049600"
"NYC","UTICA DELI & GRILL INC","BROOKLYN","NY",11234,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1786 UTICA AVENUE BROOKLYN, NY 11234 (40.628782404, -73.92813212)",40.628782404,-73.92813212,"1786 UTICA AVENUE BROOKLYN, NY 11234 ","360470728002000","072800"
"NYC","BRIDEX FOOD LLC","NEW YORK","NY",10035,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","104 EAST 128TH STREET NEW YORK, NY 10035 (40.806663698, -73.937130596)",40.806663698,-73.937130596,"104 EAST 128TH STREET NEW YORK, NY 10035 ","360610242002001","024200"
"NYC","K&R GOURMET DELI","BROOKLYN","NY",11224,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","2827 MERMAID AVENUE BROOKLYN, NY 11224 (40.575600737, -73.995256915)",40.575600737,-73.995256915,"2827 MERMAID AVENUE BROOKLYN, NY 11224 ","360470328001002","032800"
"NYC","MS CONVENIENCE INC.","BROOKLYN","NY",11209,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","8610 4TH AVENUE BROOKLYN, NY 11209 (40.622559386, -74.028665924)",40.622559386,-74.028665924,"8610 4TH AVENUE BROOKLYN, NY 11209 ","360470060001000","006000"
"NYC","SALLY FOOD CORP.","BRONX","NY",10463,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","126-28 WEST 228TH STREET BRONX, NY 10463 (40.876294515, -73.908620725)",40.876294515,-73.908620725,"126-28 WEST 228TH STREET BRONX, NY 10463 ","360610309004003","030900"
"NYC","ARMSTRONG AUTO CENTER INC","STATEN ISLAND","NY",10308,"STATEN ISLAND","NEW YORK CITY","GAS STATION","07/10/2023","630 ARTHUR KILL ROAD STATEN ISLAND, NY 10308 (40.56030271600008, -74.16292808699995)",40.5603027160001,-74.162928087,"630 ARTHUR KILL ROAD STATEN ISLAND, NY 10308 ","360850146072003","014607"
"GLENS FALLS DO","STEWART'S SHOP #458","QUEENSBURY","NY",12804,"QUEENSBURY","WARREN","CONVENIENCE/GAS","07/10/2023","1433  STATE ROUTE 9 ROUTE QUEENSBURY, NY 12804 (43.36524815, -73.700515001)",43.36524815,-73.700515001,"1433  STATE ROUTE 9 ROUTE QUEENSBURY, NY 12804 ","361130706043008","070604"
"NYC","WHITE MOUNTAIN FARM INC.","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","8406 20TH AVENUE BROOKLYN, NY 11214 (40.605722238, -73.997304111)",40.605722238,-73.997304111,"8406 20TH AVENUE BROOKLYN, NY 11214 ","360470284002001","028400"
"NYC","361 DELI GROCERY LLC","BRONX","NY",10467,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","361  EAST 204TH STREET BRONX, NY 10467 (40.871759695, -73.877219853)",40.871759695,-73.877219853,"361  EAST 204TH STREET BRONX, NY 10467 ","360050425005000","042500"
"NYC","39 LOTT GROCERY, INC.","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","39 LOTT AVENUE BROOKLYN, NY 11212 (40.657338836, -73.91262015)",40.657338836,-73.91262015,"39 LOTT AVENUE BROOKLYN, NY 11212 ","360470896003000","089600"
"NYC","ALTOHAMI CORPORATION","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","911 CONEY ISLAND AVENUE BROOKLYN, NY 11230 (40.635119542, -73.967391445)",40.635119542,-73.967391445,"911 CONEY ISLAND AVENUE BROOKLYN, NY 11230 ","360470526002001","052600"
"NYC","GARCES CIGAR GROUP CORP","MANHATTAN","NY",10034,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3801 10TH AVENUE MANHATTAN, NY 10034 (40.862196363, -73.920369304)",40.862196363,-73.920369304,"3801 10TH AVENUE MANHATTAN, NY 10034 ","360610299003004","029900"
"NYC","AVOCADOS GOURMET DELI CORP","BRONX","NY",10472,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1798 WESTCHESTER AVENUE BRONX, NY 10472 (40.831678901, -73.866496549)",40.831678901,-73.866496549,"1798 WESTCHESTER AVENUE BRONX, NY 10472 ","360050070002000","007000"
"NYC","SHREEJI RAJIPO INC.","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","71-69 YELLOWSTONE BOULEVARD FOREST HILLS, NY 11375 (40.720850276, -73.855108728)",40.720850276,-73.855108728,"71-69 YELLOWSTONE BOULEVARD FOREST HILLS, NY 11375 ","360810709001001","070900"
"NYC","GHALEB, NAGEEB","BRONX","NY",10460,"BRONX","NEW YORK CITY","DELICATESSEN","07/10/2023","1851 ARCHER STREET BRONX, NY 10460 (40.837828913, -73.864983867)",40.837828913,-73.864983867,"1851 ARCHER STREET BRONX, NY 10460 ","360050216011002","021601"
"NYC","LES CLOTHING CO","MANHATTAN","NY",10002,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","40 CLINTON STREET MANHATTAN, NY 10002 (40.719859326, -73.984564205)",40.719859326,-73.984564205,"40 CLINTON STREET MANHATTAN, NY 10002 ","360610022012001","002201"
"NYC","KHIZER II AUTO REPAIR INC","BROOKLYN","NY",11218,"BROOKLYN","NEW YORK CITY","GAS STATION","07/10/2023","548 CONEY ISLAND AVENUE BROOKLYN, NY 11218 (40.64400427500004, -73.97053633499996)",40.644004275,-73.970536335,"548 CONEY ISLAND AVENUE BROOKLYN, NY 11218 ","360470492001002","049200"
"NYC","115 CONVENIENCE STORE INCORPORATED","MANHATTAN","NY",10029,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","5 EAST 115TH SQUARE MANHATTAN, NY 10029 (40.799830142, -73.946306433)",40.799830142,-73.946306433,"5 EAST 115TH SQUARE MANHATTAN, NY 10029 ","360610184002002","018400"
"NYC","AAA GAS & STORE, INC","BRONX","NY",10461,"BRONX","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","91 WESTCHESTER SQUARE BRONX, NY 10461 (40.841038218, -73.840726136)",40.841038218,-73.840726136,"91 WESTCHESTER SQUARE BRONX, NY 10461 ","360050284001017","028400"
"NYC","ADAM'S BAGELS CORP.","REGO PARK","NY",11374,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","63-56 WOODHAVEN BOULEVARD REGO PARK, NY 11374 (40.723223506, -73.868405417)",40.723223506,-73.868405417,"63-56 WOODHAVEN BOULEVARD REGO PARK, NY 11374 ","360810679003002","067900"
"NYC","SAM PUFF II CONVENIENCE CORP","BROOKLYN","NY",11228,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8403 7TH AVENUE BROOKLYN, NY 11228 (40.619740887000034, -74.02049365199997)",40.619740887,-74.020493652,"8403 7TH AVENUE BROOKLYN, NY 11228 ","360470140002005","014000"
"NYC","A & Z MILK FARM CORP.","MASPETH","NY",11378,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","60-44 55TH STREET MASPETH, NY 11378 (40.715036504, -73.91095475)",40.715036504,-73.91095475,"60-44 55TH STREET MASPETH, NY 11378 ","360810595022005","059502"
"NYC","BOLLA OPERATING CORP.","STATEN ISLAND","NY",10314,"STATEN ISLAND","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","2525 VICTORY BOULEVARD STATEN ISLAND, NY 10314 (40.61046019200006, -74.14738577499998)",40.6104601920001,-74.147385775,"2525 VICTORY BOULEVARD STATEN ISLAND, NY 10314 ","360850251003014","025100"
"NYC","ASHI CONVENIENCE & GROCERY INC","REGO PARK","NY",11374,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","93-23 63RD DRIVE REGO PARK, NY 11374 (40.728608608, -73.86347898)",40.728608608,-73.86347898,"93-23 63RD DRIVE REGO PARK, NY 11374 ","360810693002001","069300"
"NYC","930 CONVENIENCE CORPORATION","MANHATTAN","NY",10025,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","930 COLUMBUS  AVENUE MANHATTAN, NY 10025 (40.799049409, -73.963231004)",40.799049409,-73.963231004,"930 COLUMBUS  AVENUE MANHATTAN, NY 10025 ","360610189005000","018900"
"NYC","540 CONVENIENCE CORP.","STATEN ISLAND","NY",10304,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","540 BAY STREET STATEN ISLAND, NY 10304 (40.628633164, -74.076612673)",40.628633164,-74.076612673,"540 BAY STREET STATEN ISLAND, NY 10304 ","360850021002015","002100"
"NYC","BAGEL DEPOT OF S.I CORP","STATEN ISLAND","NY",10306,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","3459 RICHMOND ROAD STATEN ISLAND, NY 10306 (40.573117514, -74.136195264)",40.573117514,-74.136195264,"3459 RICHMOND ROAD STATEN ISLAND, NY 10306 ","360850279002007","027900"
"NYC","YOUSEF, MEILAD & MASOUED, FATHY F","BRONX","NY",10471,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6655 BROADWAY BRONX, NY 10471 (40.910084984, -73.896803667)",40.910084984,-73.896803667,"6655 BROADWAY BRONX, NY 10471 ","360050343002004","034300"
"NYC","NEW LUCKY STAR DELI INC","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","65-02 FOREST AVENUE RIDGEWOOD, NY 11385 (40.70845692, -73.904150573)",40.70845692,-73.904150573,"65-02 FOREST AVENUE RIDGEWOOD, NY 11385 ","360810593002008","059300"
"NYC","BRAHMANI KRUPA CORPORATION","HOWARD BEACH","NY",11414,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","16104 CROSSBAY BOULEVARD HOWARD BEACH, NY 11414 (40.655594451, -73.839148958)",40.655594451,-73.839148958,"16104 CROSSBAY BOULEVARD HOWARD BEACH, NY 11414 ","360810892014013","089201"
"NYC","CALI CONVENIENCE SPOT INC","BROOKLYN","NY",11217,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","172 5TH AVENUE BROOKLYN, NY 11217 (40.677547128, -73.979741548)",40.677547128,-73.979741548,"172 5TH AVENUE BROOKLYN, NY 11217 ","360470131004000","013100"
"NYC","JCHE INC.","BROOKLYN","NY",11222,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","262 NASSAU AVENUE BROOKLYN, NY 11222 (40.725902929, -73.940575222)",40.725902929,-73.940575222,"262 NASSAU AVENUE BROOKLYN, NY 11222 ","360470593002001","059300"
"NYC","PROSPECT DELI CORP.","BROOKLYN","NY",11238,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","684 FRANKLIN AVENUE BROOKLYN, NY 11238 (40.675204946, -73.956483488)",40.675204946,-73.956483488,"684 FRANKLIN AVENUE BROOKLYN, NY 11238 ","360470305003000","030500"
"NYC","MATISI FAMILY GROCERY, INC.","MIDDLE VILLAGE","NY",11379,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","68-33 79TH STREET MIDDLE VILLAGE, NY 11379 (40.710194195, -73.873248088)",40.710194195,-73.873248088,"68-33 79TH STREET MIDDLE VILLAGE, NY 11379 ","360810621003003","062100"
"NYC","BHAKTI 169 INC","FLUSHING","NY",11358,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","16902 35TH  AVENUE FLUSHING, NY 11358 (40.764809838, -73.796617041)",40.764809838,-73.796617041,"16902 35TH  AVENUE FLUSHING, NY 11358 ","360811175001003","117500"
"NYC","A & G DELI GROCERY CORP","BRONX","NY",10459,"BRONX","NEW YORK CITY","DELICATESSEN","07/10/2023","931 FOX STREET BRONX, NY 10459 (40.820729328, -73.893999082)",40.820729328,-73.893999082,"931 FOX STREET BRONX, NY 10459 ","360050087002001","008700"
"NYC","HONG KEY MARKET INC.","BROOKLYN","NY",11204,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","7022 18TH AVENUE BROOKLYN, NY 11204 (40.615909603, -73.993642979)",40.615909603,-73.993642979,"7022 18TH AVENUE BROOKLYN, NY 11204 ","360470260003003","026000"
"NYC","WHITESTONE MINI SHOP CORPORATION","WHITESTONE","NY",11357,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","12-23 150TH STREET WHITESTONE, NY 11357 (40.79011187, -73.814175117)",40.79011187,-73.814175117,"12-23 150TH STREET WHITESTONE, NY 11357 ","360810981002009","098100"
"NYC","T K CONVENIENCE STORE CORP","BROOKLYN","NY",11220,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4820 4TH AVENUE BROOKLYN, NY 11220 (40.647293208, -74.012025834)",40.647293208,-74.012025834,"4820 4TH AVENUE BROOKLYN, NY 11220 ","360470078001000","007800"
"NYC","JAZZ IFIX WHOLESALE CORPORATION","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","1077 FLATBUSH AVENUE BROOKLYN, NY 11226 (40.644268934, -73.957762063)",40.644268934,-73.957762063,"1077 FLATBUSH AVENUE BROOKLYN, NY 11226 ","360470792011002","079201"
"NYC","VAPEOLOGY 101 SMOKE N CIGARS CORP","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","618 METROPOLITAN  AVENUE BROOKLYN, NY 11211 (40.714036627, -73.948388749)",40.714036627,-73.948388749,"618 METROPOLITAN  AVENUE BROOKLYN, NY 11211 ","360470503003000","050300"
"NYC","NORTHERN DELI & GROCERY CORP","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","101-02 NORTHERN BOULEVARD CORONA, NY 11368 (40.757312267, -73.867312779)",40.757312267,-73.867312779,"101-02 NORTHERN BOULEVARD CORONA, NY 11368 ","360810377001000","037700"
"NYC","ALEX DELI GROCERY CORP.","BRONX","NY",10472,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1278 MORRISON AVENUE BRONX, NY 10472 (40.831518178, -73.874953889)",40.831518178,-73.874953889,"1278 MORRISON AVENUE BRONX, NY 10472 ","360050062005002","006200"
"NYC","KINGS 7 DELI & GROCERY INC","BROOKLYN","NY",11223,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","268 KINGS HIGHWAY BROOKLYN, NY 11223 (40.605118741, -73.980736609)",40.605118741,-73.980736609,"268 KINGS HIGHWAY BROOKLYN, NY 11223 ","360470426002005","042600"
"NYC","SKI 1 DELI AND GROCERY CORP","NEW YORK","NY",10003,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","53 2ND AVENUE NEW YORK, NY 10003 (40.673162528, -73.992479739)",40.673162528,-73.992479739,"53 2ND AVENUE NEW YORK, NY 10003 ","360470121001000","012100"
"NYC","THE LAST STOP DELI GROCERY CORP","BRONX","NY",10469,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1380 E GUN HILL ROAD BRONX, NY 10469 (40.869981056, -73.845638099)",40.869981056,-73.845638099,"1380 E GUN HILL ROAD BRONX, NY 10469 ","360050350001006","035000"
"NYC","SKY MANHATTAN","BRONX","NY",10454,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","430 EAST 138TH STREET BRONX, NY 10454 (40.808472806, -73.921777799)",40.808472806,-73.921777799,"430 EAST 138TH STREET BRONX, NY 10454 ","360050025003000","002500"
"NYC","THE GAS STATION 420","BROOKLYN","NY",11207,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","635 CENTRAL AVENUE BROOKLYN, NY 11207 (40.68808965, -73.907335528)",40.68808965,-73.907335528,"635 CENTRAL AVENUE BROOKLYN, NY 11207 ","360470411001000","041100"
"NYC","BUZZ CONVENIENCE, INC","MANHATTAN","NY",10002,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","57 CLINTON STREET MANHATTAN, NY 10002 (40.719599235, -73.984919514)",40.719599235,-73.984919514,"57 CLINTON STREET MANHATTAN, NY 10002 ","360610030014000","003001"
"NYC","CT GROCERY NY CORP","BRONX","NY",10474,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","869 BRYANT AVENUE BRONX, NY 10474 (40.818784936, -73.886781593)",40.818784936,-73.886781593,"869 BRYANT AVENUE BRONX, NY 10474 ","360050115022000","011502"
"NYC","JUSBELINDA GROCERY CORP","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","10544 OTIS AVENUE CORONA, NY 11368 (40.739358132, -73.854705542)",40.739358132,-73.854705542,"10544 OTIS AVENUE CORONA, NY 11368 ","360810437022000","043702"
"NYC","KENAN CONVENIENCE CORP.","STATEN ISLAND","NY",10308,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","4255 AMBOY  ROAD STATEN ISLAND, NY 10308 (40.547455144, -74.158124334)",40.547455144,-74.158124334,"4255 AMBOY  ROAD STATEN ISLAND, NY 10308 ","360850146042013","014604"
